CodigoCNES,NomeFantasia,codigo_tratado,nome_tratado
"OrderedDict([('codigo', '6264158')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA VILMA JALES')])",6264158,CONSULTORIO ODONTOLOGICO DRA VILMA JALES
"OrderedDict([('codigo', '6269559')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ADRIANA AVELINO')])",6269559,CONSULTORIO ODONTOLOGICO DRA ADRIANA AVELINO
"OrderedDict([('codigo', '6271561')])","OrderedDict([('Nome', 'CONSULTORIO DRA DULCINEIA PIRES')])",6271561,CONSULTORIO DRA DULCINEIA PIRES
"OrderedDict([('codigo', '6828698')])","OrderedDict([('Nome', 'CONSULTORIO DRA POLLYANA CAPISTRANO')])",6828698,CONSULTORIO DRA POLLYANA CAPISTRANO
"OrderedDict([('codigo', '6218865')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA ANA AMALIA MOREL')])",6218865,CONSULTORIO MEDICO DRA ANA AMALIA MOREL
"OrderedDict([('codigo', '6311881')])","OrderedDict([('Nome', 'CLINICA SIP')])",6311881,CLINICA SIP
"OrderedDict([('codigo', '7395221')])","OrderedDict([('Nome', 'CLINICA VITALIDADE')])",7395221,CLINICA VITALIDADE
"OrderedDict([('codigo', '7395663')])","OrderedDict([('Nome', 'ESPACO VITALE')])",7395663,ESPACO VITALE
"OrderedDict([('codigo', '7400535')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA LUCIANA FIGUEIREDO')])",7400535,CONSULTORIO DE PSICOLOGIA DRA LUCIANA FIGUEIREDO
"OrderedDict([('codigo', '7401310')])","OrderedDict([('Nome', 'OTOSSINUS')])",7401310,OTOSSINUS
"OrderedDict([('codigo', '7403569')])","OrderedDict([('Nome', 'CONSULTORIO DERMATOLOGICO ROBERTA MARINHO')])",7403569,CONSULTORIO DERMATOLOGICO ROBERTA MARINHO
"OrderedDict([('codigo', '6799027')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR SANDERSON LOPES')])",6799027,CONSULTORIO ODONTOLOGICO DR SANDERSON LOPES
"OrderedDict([('codigo', '6809421')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA GIOVANA MAIA')])",6809421,CONSULTORIO MEDICO DRA GIOVANA MAIA
"OrderedDict([('codigo', '6813046')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA YESA VALE')])",6813046,CONSULTORIO ODONTOLOGICO DRA YESA VALE
"OrderedDict([('codigo', '6409679')])","OrderedDict([('Nome', 'L REGO SERVICOS MEDICOS')])",6409679,L REGO SERVICOS MEDICOS
"OrderedDict([('codigo', '6367631')])","OrderedDict([('Nome', 'CICORDIS')])",6367631,CICORDIS
"OrderedDict([('codigo', '6375103')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ALINE MADRUGA')])",6375103,CONSULTORIO ODONTOLOGICO DR ALINE MADRUGA
"OrderedDict([('codigo', '6743900')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MICHELLE VARELA')])",6743900,CONSULTORIO ODONTOLOGICO DRA MICHELLE VARELA
"OrderedDict([('codigo', '6109551')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ADRIANA BORGES')])",6109551,CONSULTORIO ODONTOLOGICO DRA ADRIANA BORGES
"OrderedDict([('codigo', '6076874')])","OrderedDict([('Nome', 'ORTOSERVICE')])",6076874,ORTOSERVICE
"OrderedDict([('codigo', '6086284')])","OrderedDict([('Nome', 'ALERGOCLINICA')])",6086284,ALERGOCLINICA
"OrderedDict([('codigo', '6095224')])","OrderedDict([('Nome', 'DENTAL SPA')])",6095224,DENTAL SPA
"OrderedDict([('codigo', '6095240')])","OrderedDict([('Nome', 'ESSENCIA PSICOLOGIA')])",6095240,ESSENCIA PSICOLOGIA
"OrderedDict([('codigo', '6108660')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR JORGE SIMONETTI')])",6108660,CONSULTORIO MEDICO DR JORGE SIMONETTI
"OrderedDict([('codigo', '6109640')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ANDREA DE MELO')])",6109640,CONSULTORIO ODONTOLOGICO DRA ANDREA DE MELO
"OrderedDict([('codigo', '6112056')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA RAQUEL MAIA')])",6112056,CONSULTORIO MEDICO DRA RAQUEL MAIA
"OrderedDict([('codigo', '6123279')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA LENIRA NUNES')])",6123279,CONSULTORIO MEDICO DRA LENIRA NUNES
"OrderedDict([('codigo', '6126693')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA ROCHELLE')])",6126693,CONSULTORIO MEDICO DRA ROCHELLE
"OrderedDict([('codigo', '6241905')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ROBSON NORMANDO')])",6241905,CONSULTORIO ODONTOLOGICO DR ROBSON NORMANDO
"OrderedDict([('codigo', '6368727')])","OrderedDict([('Nome', 'ETON')])",6368727,ETON
"OrderedDict([('codigo', '6345166')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CRISTIANE ASSUNCAO')])",6345166,CONSULTORIO ODONTOLOGICO DRA CRISTIANE ASSUNCAO
"OrderedDict([('codigo', '6788912')])","OrderedDict([('Nome', 'ORAL SALUTE')])",6788912,ORAL SALUTE
"OrderedDict([('codigo', '6798942')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA PATRICIA DUARTE')])",6798942,CONSULTORIO ODONTOLOGICO DRA PATRICIA DUARTE
"OrderedDict([('codigo', '6379486')])","OrderedDict([('Nome', 'ANDRADE E AQUINO')])",6379486,ANDRADE E AQUINO
"OrderedDict([('codigo', '6384188')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR EDRISI E LARISSA')])",6384188,CONSULTORIO ODONTOLOGICO DR EDRISI E LARISSA
"OrderedDict([('codigo', '7795696')])","OrderedDict([('Nome', 'ALDENORA ANDRADE')])",7795696,ALDENORA ANDRADE
"OrderedDict([('codigo', '6137180')])","OrderedDict([('Nome', 'HEPATOGASTRO')])",6137180,HEPATOGASTRO
"OrderedDict([('codigo', '3167267')])","OrderedDict([('Nome', 'UNIDADE CLINICA DE NATAL')])",3167267,UNIDADE CLINICA DE NATAL
"OrderedDict([('codigo', '6271634')])","OrderedDict([('Nome', 'HOLOS CLINICA')])",6271634,HOLOS CLINICA
"OrderedDict([('codigo', '6280579')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA LIDIANE MOURA E SILVA')])",6280579,CONSULTORIO MEDICO DRA LIDIANE MOURA E SILVA
"OrderedDict([('codigo', '6283373')])","OrderedDict([('Nome', 'CLINICA MENINO JESUS')])",6283373,CLINICA MENINO JESUS
"OrderedDict([('codigo', '6289363')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA JULIANA ANDRADE')])",6289363,CONSULTORIO MEDICO DRA JULIANA ANDRADE
"OrderedDict([('codigo', '2656930')])","OrderedDict([('Nome', 'NATAL HOSPITAL CENTER')])",2656930,NATAL HOSPITAL CENTER
"OrderedDict([('codigo', '6425399')])","OrderedDict([('Nome', 'REDORI')])",6425399,REDORI
"OrderedDict([('codigo', '6458955')])","OrderedDict([('Nome', 'CLINICA ADERSON TAVARES')])",6458955,CLINICA ADERSON TAVARES
"OrderedDict([('codigo', '3358305')])","OrderedDict([('Nome', 'CLINICA CAMPOS SALES')])",3358305,CLINICA CAMPOS SALES
"OrderedDict([('codigo', '3358348')])","OrderedDict([('Nome', 'LABORATORIO LAGOA NOVA I')])",3358348,LABORATORIO LAGOA NOVA I
"OrderedDict([('codigo', '3358399')])","OrderedDict([('Nome', 'INSTITUTO DE MAMA DE NATAL')])",3358399,INSTITUTO DE MAMA DE NATAL
"OrderedDict([('codigo', '3358569')])","OrderedDict([('Nome', 'CEDIGE')])",3358569,CEDIGE
"OrderedDict([('codigo', '3358607')])","OrderedDict([('Nome', 'UNIPLASTIC')])",3358607,UNIPLASTIC
"OrderedDict([('codigo', '3358631')])","OrderedDict([('Nome', 'CLINICA MARIA LEDA FERNANDES DE OLIVEIRA')])",3358631,CLINICA MARIA LEDA FERNANDES DE OLIVEIRA
"OrderedDict([('codigo', '3367525')])","OrderedDict([('Nome', 'INSTITUTO DE CARDIOLOGIA DE NATAL')])",3367525,INSTITUTO DE CARDIOLOGIA DE NATAL
"OrderedDict([('codigo', '3371190')])","OrderedDict([('Nome', 'UNICAD')])",3371190,UNICAD
"OrderedDict([('codigo', '3371212')])","OrderedDict([('Nome', 'VELUSIA MARIA MATOS MENDONCA PIRES FERREIRA')])",3371212,VELUSIA MARIA MATOS MENDONCA PIRES FERREIRA
"OrderedDict([('codigo', '6243894')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICODR GILTON CACHINA')])",6243894,CONSULTORIO ODONTOLOGICODR GILTON CACHINA
"OrderedDict([('codigo', '6247393')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR JULIO CESAR RESENDE')])",6247393,CONSULTORIO MEDICO DR JULIO CESAR RESENDE
"OrderedDict([('codigo', '6247768')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA CLEIA AMARAL')])",6247768,CONSULTORIO MEDICO DRA CLEIA AMARAL
"OrderedDict([('codigo', '6253954')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR HILARIO REGO')])",6253954,CONSULTORIO ODONTOLOGICO DR HILARIO REGO
"OrderedDict([('codigo', '6260098')])","OrderedDict([('Nome', 'CONSULTORIO DRA DINA DANTAS')])",6260098,CONSULTORIO DRA DINA DANTAS
"OrderedDict([('codigo', '2679418')])","OrderedDict([('Nome', 'CENTRO CLINICO DE IGAPO')])",2679418,CENTRO CLINICO DE IGAPO
"OrderedDict([('codigo', '3153851')])","OrderedDict([('Nome', 'CLINICA MEDIURO DE NATAL')])",3153851,CLINICA MEDIURO DE NATAL
"OrderedDict([('codigo', '6400167')])","OrderedDict([('Nome', 'ANDREA DA SILVA MEIRELLES MACHADO')])",6400167,ANDREA DA SILVA MEIRELLES MACHADO
"OrderedDict([('codigo', '2656353')])","OrderedDict([('Nome', 'INSTITUTO DE OLHOS')])",2656353,INSTITUTO DE OLHOS
"OrderedDict([('codigo', '5848806')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ROBERTO PINHEIRO')])",5848806,CONSULTORIO ODONTOLOGICO DR ROBERTO PINHEIRO
"OrderedDict([('codigo', '5355575')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO RENATA CRISTINA LIRA DE CARVALHO BE')])",5355575,CONSULTORIO ODONTOLOGICO RENATA CRISTINA LIRA DE CARVALHO BE
"OrderedDict([('codigo', '6190391')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA RITA DE CASSIA FASANARO')])",6190391,CONSULTORIO ODONTOLOGICO DRA RITA DE CASSIA FASANARO
"OrderedDict([('codigo', '2656825')])","OrderedDict([('Nome', 'TRAUMACENTER')])",2656825,TRAUMACENTER
"OrderedDict([('codigo', '6375820')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR ELSON FERREIRA')])",6375820,CONSULTORIO MEDICO DR ELSON FERREIRA
"OrderedDict([('codigo', '3007855')])","OrderedDict([('Nome', 'LABORATORIO DE CITOLOGIA CLINICA DE NATAL')])",3007855,LABORATORIO DE CITOLOGIA CLINICA DE NATAL
"OrderedDict([('codigo', '2409208')])","OrderedDict([('Nome', 'MATERNIDADE ESCOLA JANUARIO CICCO')])",2409208,MATERNIDADE ESCOLA JANUARIO CICCO
"OrderedDict([('codigo', '2679531')])","OrderedDict([('Nome', 'SAMU I92 NATAL')])",2679531,SAMU I92 NATAL
"OrderedDict([('codigo', '2656671')])","OrderedDict([('Nome', 'IMUNOLAC')])",2656671,IMUNOLAC
"OrderedDict([('codigo', '2679302')])","OrderedDict([('Nome', 'INSTITUTO DE ULTRASONOGRAFIA DE NATAL')])",2679302,INSTITUTO DE ULTRASONOGRAFIA DE NATAL
"OrderedDict([('codigo', '3004643')])","OrderedDict([('Nome', 'LABORATORIO ALBERT SABIN')])",3004643,LABORATORIO ALBERT SABIN
"OrderedDict([('codigo', '5481538')])","OrderedDict([('Nome', 'OBSTARE MEDICINA DIAGNOSTICA')])",5481538,OBSTARE MEDICINA DIAGNOSTICA
"OrderedDict([('codigo', '5851807')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR FREDERICO GEORGIS')])",5851807,CONSULTORIO ODONTOLOGICO DR FREDERICO GEORGIS
"OrderedDict([('codigo', '2654024')])","OrderedDict([('Nome', 'HOSPITAL ANTONIO PRUDENTE DE NATAL')])",2654024,HOSPITAL ANTONIO PRUDENTE DE NATAL
"OrderedDict([('codigo', '3397343')])","OrderedDict([('Nome', 'TIANNA REBECA CABRAL')])",3397343,TIANNA REBECA CABRAL
"OrderedDict([('codigo', '4013662')])","OrderedDict([('Nome', 'CLINICA MARCOS AURELIO MACHADO')])",4013662,CLINICA MARCOS AURELIO MACHADO
"OrderedDict([('codigo', '2679469')])","OrderedDict([('Nome', 'HOSPITAL CENTRAL CORONEL PEDRO GERMANO')])",2679469,HOSPITAL CENTRAL CORONEL PEDRO GERMANO
"OrderedDict([('codigo', '3244083')])","OrderedDict([('Nome', 'MARIE ETIENNE GOMES SILVA')])",3244083,MARIE ETIENNE GOMES SILVA
"OrderedDict([('codigo', '3254976')])","OrderedDict([('Nome', 'GEORGINO HENDERSON PEREIRA LEMOS')])",3254976,GEORGINO HENDERSON PEREIRA LEMOS
"OrderedDict([('codigo', '3262251')])","OrderedDict([('Nome', 'ANA MARIA ALVES DE MACEDO')])",3262251,ANA MARIA ALVES DE MACEDO
"OrderedDict([('codigo', '2656590')])","OrderedDict([('Nome', 'HEMOLAB MATRIZ')])",2656590,HEMOLAB MATRIZ
"OrderedDict([('codigo', '3118363')])","OrderedDict([('Nome', 'CLINICA DA CRIANCA')])",3118363,CLINICA DA CRIANCA
"OrderedDict([('codigo', '3158640')])","OrderedDict([('Nome', 'CLINICA DO CORACAO MENDES')])",3158640,CLINICA DO CORACAO MENDES
"OrderedDict([('codigo', '3152081')])","OrderedDict([('Nome', 'CLINICA DR PAULO GONCALVES DE MEDEIROS')])",3152081,CLINICA DR PAULO GONCALVES DE MEDEIROS
"OrderedDict([('codigo', '3156672')])","OrderedDict([('Nome', 'CLINICA ODONTOLOGICA MARINHO')])",3156672,CLINICA ODONTOLOGICA MARINHO
"OrderedDict([('codigo', '3136949')])","OrderedDict([('Nome', 'CLINICA RICARDO MARINHO')])",3136949,CLINICA RICARDO MARINHO
"OrderedDict([('codigo', '3175006')])","OrderedDict([('Nome', 'COMED')])",3175006,COMED
"OrderedDict([('codigo', '3174441')])","OrderedDict([('Nome', 'FISIOCENTER')])",3174441,FISIOCENTER
"OrderedDict([('codigo', '3146448')])","OrderedDict([('Nome', 'FISIOMED')])",3146448,FISIOMED
"OrderedDict([('codigo', '3105601')])","OrderedDict([('Nome', 'FRANCISCO JOSE ASSI MEIRA LIMA')])",3105601,FRANCISCO JOSE ASSI MEIRA LIMA
"OrderedDict([('codigo', '3139883')])","OrderedDict([('Nome', 'NEUROCLINICA')])",3139883,NEUROCLINICA
"OrderedDict([('codigo', '3171795')])","OrderedDict([('Nome', 'ONCOCENTRO')])",3171795,ONCOCENTRO
"OrderedDict([('codigo', '3136922')])","OrderedDict([('Nome', 'UNIAR CLINICA DE DOENCAS RESPIRATORIAS')])",3136922,UNIAR CLINICA DE DOENCAS RESPIRATORIAS
"OrderedDict([('codigo', '3110427')])","OrderedDict([('Nome', 'VICENTE MODESTO DE ARAUJO JUNIOR')])",3110427,VICENTE MODESTO DE ARAUJO JUNIOR
"OrderedDict([('codigo', '6966683')])","OrderedDict([('Nome', 'CONSULTORIO DRA ELIANE BARBOSA')])",6966683,CONSULTORIO DRA ELIANE BARBOSA
"OrderedDict([('codigo', '6967574')])","OrderedDict([('Nome', 'CONSULTORIO DRA SUZETE ROVIRA')])",6967574,CONSULTORIO DRA SUZETE ROVIRA
"OrderedDict([('codigo', '6967736')])","OrderedDict([('Nome', 'LABVIDA')])",6967736,LABVIDA
"OrderedDict([('codigo', '6981380')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA DEBORAH PALMEIRA')])",6981380,CONSULTORIO ODONTOLOGICO DRA DEBORAH PALMEIRA
"OrderedDict([('codigo', '3244040')])","OrderedDict([('Nome', 'YVANNA FERREIRA MACHADO')])",3244040,YVANNA FERREIRA MACHADO
"OrderedDict([('codigo', '3248011')])","OrderedDict([('Nome', 'CLINICA DE UROLOGIA DE NATAL')])",3248011,CLINICA DE UROLOGIA DE NATAL
"OrderedDict([('codigo', '5524962')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO JOAQUINA FERNANDES VIEIRA')])",5524962,CONSULTORIO MEDICO JOAQUINA FERNANDES VIEIRA
"OrderedDict([('codigo', '3404544')])","OrderedDict([('Nome', 'CARDIA SERVICOS MEDICOS')])",3404544,CARDIA SERVICOS MEDICOS
"OrderedDict([('codigo', '7785895')])","OrderedDict([('Nome', 'MJ S SERVICOS MEDICOS')])",7785895,MJ S SERVICOS MEDICOS
"OrderedDict([('codigo', '6920942')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO LUIZA VIANA')])",6920942,CONSULTORIO ODONTOLOGICO LUIZA VIANA
"OrderedDict([('codigo', '6909728')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR FERNANDO NESI')])",6909728,CONSULTORIO ODONTOLOGICO DR FERNANDO NESI
"OrderedDict([('codigo', '6914535')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA RENATA CAMARA')])",6914535,CONSULTORIO ODONTOLOGICO DRA RENATA CAMARA
"OrderedDict([('codigo', '7010052')])","OrderedDict([('Nome', 'CLINICA DA SAUDE')])",7010052,CLINICA DA SAUDE
"OrderedDict([('codigo', '6928528')])","OrderedDict([('Nome', 'ODONTOMAIS')])",6928528,ODONTOMAIS
"OrderedDict([('codigo', '6899617')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR MARCUS PASCOAL')])",6899617,CONSULTORIO ODONTOLOGICO DR MARCUS PASCOAL
"OrderedDict([('codigo', '6901549')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA LAIS ROBERTA')])",6901549,CONSULTORIO ODONTOLOGICO DRA LAIS ROBERTA
"OrderedDict([('codigo', '6902936')])","OrderedDict([('Nome', 'PETROBRAS')])",6902936,PETROBRAS
"OrderedDict([('codigo', '6905218')])","OrderedDict([('Nome', 'CONSULTORIO DRA ALDA TAVARES')])",6905218,CONSULTORIO DRA ALDA TAVARES
"OrderedDict([('codigo', '7562322')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA JULIANA GUEDES')])",7562322,CONSULTORIO ODONTOLOGICO DRA JULIANA GUEDES
"OrderedDict([('codigo', '7460821')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA FERNANDA ARAUJO')])",7460821,CONSULTORIO DE PSICOLOGIA DRA FERNANDA ARAUJO
"OrderedDict([('codigo', '7471300')])","OrderedDict([('Nome', 'CONSULTORIO OONTOLOGICO DRA BARBARA BARRETO')])",7471300,CONSULTORIO OONTOLOGICO DRA BARBARA BARRETO
"OrderedDict([('codigo', '7498020')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA GRACA CUNHA')])",7498020,CONSULTORIO DE PSICOLOGIA DRA GRACA CUNHA
"OrderedDict([('codigo', '7733097')])","OrderedDict([('Nome', 'CLINICA ELETROPACE')])",7733097,CLINICA ELETROPACE
"OrderedDict([('codigo', '7554834')])","OrderedDict([('Nome', 'CONSULTORIO DRA RARYNNA FONSECA')])",7554834,CONSULTORIO DRA RARYNNA FONSECA
"OrderedDict([('codigo', '6471056')])","OrderedDict([('Nome', 'ODONTO ESTETICA')])",6471056,ODONTO ESTETICA
"OrderedDict([('codigo', '7452152')])","OrderedDict([('Nome', 'CONSULTORIO DRA ANDREIA')])",7452152,CONSULTORIO DRA ANDREIA
"OrderedDict([('codigo', '6703984')])","OrderedDict([('Nome', 'CONSULTORIO DRA THAIS SALVI')])",6703984,CONSULTORIO DRA THAIS SALVI
"OrderedDict([('codigo', '7421419')])","OrderedDict([('Nome', 'GASTRO VIDEOCIRURGIA')])",7421419,GASTRO VIDEOCIRURGIA
"OrderedDict([('codigo', '7427034')])","OrderedDict([('Nome', 'COSULTORIO ODONTOLOGICO DR NORBERTO')])",7427034,COSULTORIO ODONTOLOGICO DR NORBERTO
"OrderedDict([('codigo', '7429665')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA NATALIA MONTENEGRO')])",7429665,CONSULTORIO DE PSICOLOGIA DRA NATALIA MONTENEGRO
"OrderedDict([('codigo', '7432380')])","OrderedDict([('Nome', 'INOVE ODONTO')])",7432380,INOVE ODONTO
"OrderedDict([('codigo', '6542859')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR RICARDO SOUSA')])",6542859,CONSULTORIO ODONTOLOGICO DR RICARDO SOUSA
"OrderedDict([('codigo', '6545238')])","OrderedDict([('Nome', 'W M DENTISTAS ASSOCIADOS')])",6545238,W M DENTISTAS ASSOCIADOS
"OrderedDict([('codigo', '6550169')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO MARCO MILAGRE')])",6550169,CONSULTORIO ODONTOLOGICO MARCO MILAGRE
"OrderedDict([('codigo', '7506341')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA ROCHELLI OLIVEIRA')])",7506341,CONSULTORIO DE PSICOLOGIA ROCHELLI OLIVEIRA
"OrderedDict([('codigo', '6499473')])","OrderedDict([('Nome', 'CLINICA DANILO DAMASIO')])",6499473,CLINICA DANILO DAMASIO
"OrderedDict([('codigo', '6456669')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO')])",6456669,CONSULTORIO ODONTOLOGICO
"OrderedDict([('codigo', '6457010')])","OrderedDict([('Nome', 'CENTRO DE NEFROLOGIA DE NATAL CNN')])",6457010,CENTRO DE NEFROLOGIA DE NATAL CNN
"OrderedDict([('codigo', '6458742')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR CLAUDIO')])",6458742,CONSULTORIO ODONTOLOGICO DR CLAUDIO
"OrderedDict([('codigo', '6462014')])","OrderedDict([('Nome', 'ESPACO ODONTOLOGICO')])",6462014,ESPACO ODONTOLOGICO
"OrderedDict([('codigo', '6463193')])","OrderedDict([('Nome', 'ANGIOMED')])",6463193,ANGIOMED
"OrderedDict([('codigo', '6463762')])","OrderedDict([('Nome', 'CONSULTORIO DE NUTRICAO DRA NADJA CLEONICE')])",6463762,CONSULTORIO DE NUTRICAO DRA NADJA CLEONICE
"OrderedDict([('codigo', '6464394')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ELIZETE TRINDADE')])",6464394,CONSULTORIO ODONTOLOGICO DRA ELIZETE TRINDADE
"OrderedDict([('codigo', '7532970')])","OrderedDict([('Nome', 'CEREST CENTRO ESTADUAL DE REFERENCIA EM SAUDE DO TRABALHADOR')])",7532970,CEREST CENTRO ESTADUAL DE REFERENCIA EM SAUDE DO TRABALHADOR
"OrderedDict([('codigo', '7540701')])","OrderedDict([('Nome', 'CLINICA ODONTOMEDICA CANDELARIA LTDA ME')])",7540701,CLINICA ODONTOMEDICA CANDELARIA LTDA ME
"OrderedDict([('codigo', '7544723')])","OrderedDict([('Nome', 'CORREIA SERVICOS MEDICOS')])",7544723,CORREIA SERVICOS MEDICOS
"OrderedDict([('codigo', '6511929')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA')])",6511929,CONSULTORIO DE PSICOLOGIA
"OrderedDict([('codigo', '7570198')])","OrderedDict([('Nome', 'LEANA SARAIVA COSTA')])",7570198,LEANA SARAIVA COSTA
"OrderedDict([('codigo', '7574010')])","OrderedDict([('Nome', 'JOSE RICARDO PINTO SILVA')])",7574010,JOSE RICARDO PINTO SILVA
"OrderedDict([('codigo', '6513956')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR VALFREDO')])",6513956,CONSULTORIO MEDICO DR VALFREDO
"OrderedDict([('codigo', '6525164')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR WILSON MADEIRO')])",6525164,CONSULTORIO ODONTOLOGICO DR WILSON MADEIRO
"OrderedDict([('codigo', '6694632')])","OrderedDict([('Nome', 'CLIMEDI')])",6694632,CLIMEDI
"OrderedDict([('codigo', '6050220')])","OrderedDict([('Nome', 'NATALFISIO')])",6050220,NATALFISIO
"OrderedDict([('codigo', '6058604')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA BEATRICE DIAS')])",6058604,CONSULTORIO ODONTOLOGICO DRA BEATRICE DIAS
"OrderedDict([('codigo', '6561802')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA SILVANA LACERDA')])",6561802,CONSULTORIO ODONTOLOGICO DRA SILVANA LACERDA
"OrderedDict([('codigo', '6089518')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA LERCIA TEIXEIRA')])",6089518,CONSULTORIO MEDICO DRA LERCIA TEIXEIRA
"OrderedDict([('codigo', '6290361')])","OrderedDict([('Nome', 'CONSULTORIO DRA ANA LUCIA FREIRE')])",6290361,CONSULTORIO DRA ANA LUCIA FREIRE
"OrderedDict([('codigo', '6291392')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA MILENA MARTI8NS')])",6291392,CONSULTORIO MEDICO DRA MILENA MARTI8NS
"OrderedDict([('codigo', '6071910')])","OrderedDict([('Nome', 'CONSULTORIO DRA FABIOLA SEABRA')])",6071910,CONSULTORIO DRA FABIOLA SEABRA
"OrderedDict([('codigo', '6073034')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA GUIA')])",6073034,CONSULTORIO MEDICO DRA GUIA
"OrderedDict([('codigo', '6074332')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA INEZ CUNHA')])",6074332,CONSULTORIO ODONTOLOGICO DRA INEZ CUNHA
"OrderedDict([('codigo', '6309925')])","OrderedDict([('Nome', 'CLINICA MARCIA ORTIZ')])",6309925,CLINICA MARCIA ORTIZ
"OrderedDict([('codigo', '6228461')])","OrderedDict([('Nome', 'ANUAR SERVICOS MEDICOS')])",6228461,ANUAR SERVICOS MEDICOS
"OrderedDict([('codigo', '6233864')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR JAIME MOISES')])",6233864,CONSULTORIO ODONTOLOGICO DR JAIME MOISES
"OrderedDict([('codigo', '6754015')])","OrderedDict([('Nome', 'CEIT CENTRO INTEGRADO DE TERAPIAS')])",6754015,CEIT CENTRO INTEGRADO DE TERAPIAS
"OrderedDict([('codigo', '6539637')])","OrderedDict([('Nome', 'IMA')])",6539637,IMA
"OrderedDict([('codigo', '6543391')])","OrderedDict([('Nome', 'CELP')])",6543391,CELP
"OrderedDict([('codigo', '6549861')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR THIAGO SOUSA')])",6549861,CONSULTORIO ODONTOLOGICO DR THIAGO SOUSA
"OrderedDict([('codigo', '6795234')])","OrderedDict([('Nome', 'VITALLYS ODONTOLOGIA ESPECIALIZADOS')])",6795234,VITALLYS ODONTOLOGIA ESPECIALIZADOS
